,text,docid,sequence,totalTokens,uniqueTokens,lexicalDiversity,scoreNeg,scoreNeu,scorePos,scoreCom,chunks,position
10,two messages on Friday night for me to go down Frank had to catch old Scroggins to go to Wookata tomorrow Frank and I were both very tired but I managed to fold the Clothes before I went to bed Mr Wemyss looks ill from the cold. Sundy Nov 18th North Wind blowing all day sun fearfully hot I have been very wicked by making this Lords day Saturday swept and dusted all the rooms scrubbed the table and Cleaned doors of finger marks cleaned all the Bird Cages Frank washed and dressed and started for Wookata about 10 a.m. on Scroggins to bring the Pony to Yalata Mr Beadon lent me to take down the road he and Bob my saddle horse will leave on Tuesday Morning from Yalata I will drive Billy and Mr Roberts Mare to Charra with a Black to open the gates for me then Tom Aldom will drive me through with Mr. Wemyss horses I feel rather Nervous of one though they tell me is bad to Start the Buggy pole is what I fear might suffer then we are in a fix Mr. Melville and Abie the Black boy went to Yalata last night returned to- night Melville led Albies horse Andrew Hawkes and Mr Le Mesurier paid me a visit this afternoon. Monday Nov 19th Close day north wind in the morning thunder and Lightening in the afternoon I had a bath before dressing feed my Birds melted fat did a lot of little Jobs Ironed manglied and aired all the clothes boiled mutton had dinner then had all the,D0002,11,269,165,0.6133828996282528,0.082,0.9153333333333333,0.0023333333333333335,-0.5754666666666667,447,0.024608501118568233
11,what I fear might suffer then we are in a fix Mr. Melville and Abie the Black boy went to Yalata last night returned to- night Melville led Albies horse Andrew Hawkes and Mr Le Mesurier paid me a visit this afternoon. Monday Nov 19th Close day north wind in the morning thunder and Lightening in the afternoon I had a bath before dressing feed my Birds melted fat did a lot of little Jobs Ironed manglied and aired all the clothes boiled mutton had dinner then had all the mending to do can't finish all now before I leave Mr Le Mesurier helped Frank shift safe into store he cleaned both it and kitchen cubboard led Bob to Yalata on Scroggins I shall have a lot of jobs to do in the morning before starting besides packing it is now 1. A.M. quite dark when Frank returned he took tea at Yalata Tuesday Nov 12th Weather hot Up early was very busy packing making cakes and setting all things straight for Frank. Frank took Scroggins to look for our horses came back without them but soon saw them coming in watered and gave them a feed made a cap of cocoa all ready to start for Yalata. Mr Le Mesurier helped Frank to Harness up Mr Gaskell just come home. Wednesday Nov 21st Yalata I left for Penong soon after 8 A.M. Frank drove me a short distance the Black boy riding his horse when we got through the gate way by some means I took the night hand track instead of the,D0002,12,267,166,0.6217228464419475,0.024166666666666666,0.9500000000000001,0.025833333333333333,-0.01615,447,0.026845637583892617
12,for Frank. Frank took Scroggins to look for our horses came back without them but soon saw them coming in watered and gave them a feed made a cap of cocoa all ready to start for Yalata. Mr Le Mesurier helped Frank to Harness up Mr Gaskell just come home. Wednesday Nov 21st Yalata I left for Penong soon after 8 A.M. Frank drove me a short distance the Black boy riding his horse when we got through the gate way by some means I took the night hand track instead of the left which took me around of about four miles out of the road I should have gone it is much the best road though heavy thunder clouds with lightning all the morning was so afraid it would come a heavy storm before we reached Bookabie I drove the horses along the last five miles pretty quick and got to Bookabie in good time Mr Miller unharnessed the horse and hobbled them out to feed we had a heavy thunder storme soon after had we been out in it we should have been wet to the stin had dinner and at 2PMeft for Penong with my black companion about 3.30. P.M here we remained the night with Mr and Mrs Higgins had a wash and some tea and felt fresh again Mrs Higgins is going through to Streaky Bay with me as no vessel will be in till the scond weep in Dec and Capt Tullock is spending his chrishings at Venus Bay the passengers will have to wate on board so long. I shall have complany but hope Mr,D0002,13,275,160,0.5818181818181818,0.005666666666666667,0.9075000000000001,0.08683333333333333,0.24601666666666666,447,0.029082774049217
13,had we been out in it we should have been wet to the stin had dinner and at 2PMeft for Penong with my black companion about 3.30. P.M here we remained the night with Mr and Mrs Higgins had a wash and some tea and felt fresh again Mrs Higgins is going through to Streaky Bay with me as no vessel will be in till the scond weep in Dec and Capt Tullock is spending his chrishings at Venus Bay the passengers will have to wate on board so long. I shall have complany but hope Mr Wenyss will not think we are taking liberties with his horsess Mrs Higgins and her luggage will be extra weight Thursday Nov 2 Tunder and lightening all night but little rain I slept with Mrs Higgins but both had a restless night it was very close all night weather coole this morning with south wind am waiting here this morning to take Mrs Higgs to Charra with me I shall have a pretty good load Mrs Higgins I left enong about 2 P.M then I had to hurray her up just as we we lean and Mr Boy came for Streaky Bay looking hot dusty and so ared Mrs Higgins had to get dinner an him sky heavy with thunder clouds but we had no rain or thunder the wing what there was felt cool while driving along arrived at Charra at 130 P.M horses rather tired and the raskels stuch me up just as we got the near the house Mrs Roberts soon gave us a cup of tea then we had supper such a horse with the Children five,D0002,14,282,160,0.5673758865248227,0.028999999999999998,0.9236666666666666,0.04700000000000001,0.3311,447,0.03131991051454139
14,2 P.M then I had to hurray her up just as we we lean and Mr Boy came for Streaky Bay looking hot dusty and so ared Mrs Higgins had to get dinner an him sky heavy with thunder clouds but we had no rain or thunder the wing what there was felt cool while driving along arrived at Charra at 130 P.M horses rather tired and the raskels stuch me up just as we got the near the house Mrs Roberts soon gave us a cup of tea then we had supper such a horse with the Children five of them here I was sewing at Penong all the morn all the Children here got fresh colds with fresh We stay here tonight to drive horses and a Black man the old 22 Friday Nov 25th North wind flowers by 8 A.M sky looking like lead we were ready to start by 8.A.M. Tom Aldom with Mr Roberts and Jemany put in the horses they were fresh but with very little trouble started I gave them a turn round before Mrs Higgins and myself goin in the Buggy we went of off ill all some distance got through the first gate way all night I got down and opend the gate the Boy William was riding Black calle leading my pony Bob with Mr Beadon's Terror he the ferror would not lead but run round the Boy when he let then run alone they would pass us which sent one of the Buggy horses nearly AM riday and Saturday I have made a nicture Th so 2 M mad going through sicond gater we wanted William to catch and had the Ponies,D0002,15,289,172,0.5951557093425606,0.0775,0.86,0.0625,-0.022249999999999992,447,0.03355704697986577
15,in the Buggy we went of off ill all some distance got through the first gate way all night I got down and opend the gate the Boy William was riding Black calle leading my pony Bob with Mr Beadon's Terror he the ferror would not lead but run round the Boy when he let then run alone they would pass us which sent one of the Buggy horses nearly AM riday and Saturday I have made a nicture Th so 2 M mad going through sicond gater we wanted William to catch and had the Ponies but he cried said Terror would not lead our horses then began to neare and would not start through bein kept waiting so long after a fright to women and a good deal of capering about we got of again several times afterward this same horse was restless when Tom found the cause was the winker were too loose and he could see over the eges the bedled had been used for Mr Roberts large more and Iorgot to have the altered and those who put on the bridle could not see if required altering we left Charra at 5 AM then travelled to Denial Bay distance 26 mile some parts very heavy being sand by 1. A.M. here we took out the horses hobbled and tied them up after watering them all five then made a file and had some dinner I rather dreaded the harnessing up again but Tom managed it very well but just as Mrs Higgins but hes foot on the step to get up William let go their head they started forward Mrs,D0002,16,277,176,0.6353790613718412,0.0745,0.892,0.033,-0.4002,447,0.035794183445190156
16,those who put on the bridle could not see if required altering we left Charra at 5 AM then travelled to Denial Bay distance 26 mile some parts very heavy being sand by 1. A.M. here we took out the horses hobbled and tied them up after watering them all five then made a file and had some dinner I rather dreaded the harnessing up again but Tom managed it very well but just as Mrs Higgins but hes foot on the step to get up William let go their head they started forward Mrs Higgins back ward Tom cought her by the arm when she recovered herself and get in her seat she was very whote from fright I feared she would fall between wells and Body of buggy. We to travelled on then 15 miles ful to Laura Bay all sand to go through and coarse grass here we turned out and thankful to get under the shade of the shed of Tanks the sun and wind was scorching at this time have heard of people laying on rails I did here until my back ached and my head been too full the sand was cut up so looked too dirty inside the tanks to put a rug down we arrived here at 3 P.M. waited till 2P.M before Tom nigad the tent tent up bed mare of malle leaves we got supper grilled Chops tea Bread and Jam I felt ruicked up could not eat Mrs Higgins and the Black boyss did very well after making all sung as I thought for the night we lay down boys soon sound asle Mrs Higgins took off her Stays,D0002,17,283,179,0.6325088339222615,0.043666666666666666,0.9253333333333332,0.031,-0.26933333333333337,447,0.03803131991051454
17,I did here until my back ached and my head been too full the sand was cut up so looked too dirty inside the tanks to put a rug down we arrived here at 3 P.M. waited till 2P.M before Tom nigad the tent tent up bed mare of malle leaves we got supper grilled Chops tea Bread and Jam I felt ruicked up could not eat Mrs Higgins and the Black boyss did very well after making all sung as I thought for the night we lay down boys soon sound asle Mrs Higgins took off her Stays Book and Stocking and was greatty surprised because I did not do the same but the lightning was too strong and getting worse the sky too heavy then I could hear the thunder getting nearer and knew we should have a heavy store Mrs Higgins went to sleep but I lay awake soon the leaves began to stur on the trees which founded more like rain then before I had time to think it burst over us with great furse I had loosened my dress but fastired it as best I could holding the tent with one hand my watch and matches la by my side had a scramble to get it for Mrs Higgins was looking out for herself and tassing the things about by this time we had it pretty rought thunder lightning wind and rain the wind tore the roapes from the went We called the Blacks but it was some time before we could wake them when we did and got som to help us hold down the tent We held with all our stringh till Tom said it,D0002,18,284,165,0.5809859154929577,0.039,0.914,0.048,0.3515,447,0.040268456375838924
18,but fastired it as best I could holding the tent with one hand my watch and matches la by my side had a scramble to get it for Mrs Higgins was looking out for herself and tassing the things about by this time we had it pretty rought thunder lightning wind and rain the wind tore the roapes from the went We called the Blacks but it was some time before we could wake them when we did and got som to help us hold down the tent We held with all our stringh till Tom said it would last all night so we gathered things together as best we could I took as much as I could carry and had to waite for the flashes of lightning to find the shed was wet to the skin My at Cuff neck ribbon carings got astray with my night dress and towls I had to strip when Tom lit the fire just out sid the shed and put on my alster then the cramp took me in the musels of my chest through holding down the tent and so long thung my cloorses on the rail and after spreading a rug under the shed with Buggy custon for pillow we four lay down Mrs Higgins kept waking me about the horses saying they were going away that the black should be sent to bring them back and If Mr Higgins was here he would make Saturday Nov 23 them got she was up by day breake but and sent Tom for the horses but I would not get up till I liked there was a lot to da me to dry tent to wash and dry my Clothes. and the,D0002,19,289,158,0.5467128027681661,0.009,0.9715,0.0195,0.3548,447,0.042505592841163314
19,long thung my cloorses on the rail and after spreading a rug under the shed with Buggy custon for pillow we four lay down Mrs Higgins kept waking me about the horses saying they were going away that the black should be sent to bring them back and If Mr Higgins was here he would make Saturday Nov 23 them got she was up by day breake but and sent Tom for the horses but I would not get up till I liked there was a lot to da me to dry tent to wash and dry my Clothes. and the towls had a good wash then breakfast packed Buggy and started about 8.A.M. weather fearfully hot road all sand and heavy Scrub we were glad to see the water and have a few pulps of cool wind we turned out at all inippie the two poines went to a dry well we wanted the hobbles from their neck so sent William to bring them down to the sheep well were we where going to take but the horses the young Scamp brought them down at a gallp but whether it on anything Tom did to the horse he was unharnessing I dont king but he planged treared up the pole strap was ifas at and the traces came for in the books when free he galloped over the lat as for as we could see him William after him the horse held got away he with the poor as went another direction Tom brought the back I caught one then the three we nobbled soon brom after the run way is back by used the fresh well by the William has,D0002,20,284,164,0.5774647887323944,0.018,0.8916666666666666,0.09033333333333333,0.3336333333333334,447,0.0447427293064877
20,down at a gallp but whether it on anything Tom did to the horse he was unharnessing I dont king but he planged treared up the pole strap was ifas at and the traces came for in the books when free he galloped over the lat as for as we could see him William after him the horse held got away he with the poor as went another direction Tom brought the back I caught one then the three we nobbled soon brom after the run way is back by used the fresh well by the William has carelessess of Tom had to send horses back about two miles for water I lit the fire and boiled quart pots for tea cooked meat for the Black boy dinner Mrs Higgins and S. Sat down under the shelter of sheep trough they king covered with tiltreet the ful lent to keep the water Cool a just packed blacks back had their dinner to Blacks coming up when we are night thought they and Tom and William were the Wiburra mob they had been dreading so long we had cared them about these Black too the horses were soon harnessed bugg up to us Mrs in packed just at they cam told Tom to to give them a wide birth but he said no they would not hurt us in the buggy I neever saw blacks travel ready for war before their bodys were pointed black and sming like saten heads feathered some with fine white shavings rood lack carried three spears and Miller in most of them were to through them for taked only for a,D0002,21,275,165,0.6,0.046,0.861,0.093,0.8715,447,0.04697986577181208
21,been dreading so long we had cared them about these Black too the horses were soon harnessed bugg up to us Mrs in packed just at they cam told Tom to to give them a wide birth but he said no they would not hurt us in the buggy I neever saw blacks travel ready for war before their bodys were pointed black and sming like saten heads feathered some with fine white shavings rood lack carried three spears and Miller in most of them were to through them for taked only for a waist cloth very few Lubra the old looking carrying the wouldly good I saw one gin amongst the women and sever I pups they were not the Wiburra a blacks but some from Yawler ranges few from Venus and Streaky Bayss going Penong to get back a stolen Lubra we went on them till we meet the mail man he said our horses were fresh and ask were we going on to S.B. which was over forty miles and he time then was 2.P.M. I though that to for if the horses re fresh but said we would see how we got on soon after we me Mr James Hiern I asked him about going to Streaky Bay that night he said it was too much and the roads fearfully heavy which I knew we went on then to Mr Linklater's gate 30 miles from S.B. and camped about 2PM here Mrs Higgins vexed me very mach by her meddling she is only the size of a and sparrow I picked out a place to rig the lent Clared away all dead wood and got feathers madlee,D0002,22,286,177,0.6188811188811189,0.06375,0.8995,0.036750000000000005,-0.07917499999999997,447,0.049217002237136466
22,to for if the horses re fresh but said we would see how we got on soon after we me Mr James Hiern I asked him about going to Streaky Bay that night he said it was too much and the roads fearfully heavy which I knew we went on then to Mr Linklater's gate 30 miles from S.B. and camped about 2PM here Mrs Higgins vexed me very mach by her meddling she is only the size of a and sparrow I picked out a place to rig the lent Clared away all dead wood and got feathers madlee for the Bad after all was straight cooked some Bacon and we all had tea asked Tom to grease the wheels when they were taken off found a washer missing how long it had been gone I dont know I feared a nother storm had a good deal of Mr lightening but that was all I felt very glad for here we were camped in very large tiltree the Sunday Nov 20th We had a heavy dew last night everything damp and wet it is going to be a fearfully hot day we were up by 5.30am but for the horses had gone one of them had broken his hobbles and taken the rest with him back towards Wollanippie for water they had Mr noone last night Mr Higgins and I had breakfast packed up all we could then waited for the Blacks to bring back the horses they came at last gave the boys their breakfast harnessed up and started about 3.30 am very hot by this tim more sand and heavy scrub till we got to Pellubie here we save large white,D0002,23,288,166,0.5763888888888888,0.068,0.8985000000000001,0.0335,-0.6167,447,0.05145413870246085
23,hot day we were up by 5.30am but for the horses had gone one of them had broken his hobbles and taken the rest with him back towards Wollanippie for water they had Mr noone last night Mr Higgins and I had breakfast packed up all we could then waited for the Blacks to bring back the horses they came at last gave the boys their breakfast harnessed up and started about 3.30 am very hot by this tim more sand and heavy scrub till we got to Pellubie here we save large white sand hills with plenty of good water in them there is a wind mill in the sand hill well with a very long Iron pipe we sand ale coming over and some part overed with sand into a large round tank which is pumped into the troughs for sheep but there was some thing rong with the machinnery so could not get water for our horses without a bucket to put water from the tank into the trough I went to the shepherds Hut to ask for a bucket he was rather gruff at first but afterwards came down to the tank and said the horses had better go to the well over the sand hill he helped to unharness and lead then to water while they were away we Tom and lit a fire boiled the quart pot made ted got things ready for lunch I felt faint we had breakfast early and the weather fear hot lunch over horses tied up in the shade of malle trees we rested an hour. then packed up once more and started to wards Streaky,D0002,24,279,154,0.5519713261648745,0.014,0.9610000000000001,0.0255,0.3155,447,0.053691275167785234
24,a bucket he was rather gruff at first but afterwards came down to the tank and said the horses had better go to the well over the sand hill he helped to unharness and lead then to water while they were away we Tom and lit a fire boiled the quart pot made ted got things ready for lunch I felt faint we had breakfast early and the weather fear hot lunch over horses tied up in the shade of malle trees we rested an hour. then packed up once more and started to wards Streaky Bay through more sand scrub by this time over the road in some parts here pretty good we can see the Bay a long distance before we get to it it is a great round the sun is coarking we met three men from the Bay in a covered cart Mrs Higgins said good day they wanted to know I she did not feel very hot then we trotted along Iopened all gates on the road till we got in to Streaky Boy which we did by 2P.M put Mrs Higgins down at Campbely Tom drove me on to Mr McCords the Police Station Mr McCord was very kind she brought me warm water I washed off a good deal of dirt and sand changed my clothes had a cup of tea and felt much cooler dinner was set for me but had no appetite felt sick and low spirrited just before tea we had a very heavy thunder stome with rain I was thankful to be out of it some friends of Mrs Higgins were in the Bay and took her to Mary Cale with them in their Buggy they,D0002,25,288,170,0.5902777777777778,0.042499999999999996,0.878,0.079,0.1362,447,0.05592841163310962
25,at Campbely Tom drove me on to Mr McCords the Police Station Mr McCord was very kind she brought me warm water I washed off a good deal of dirt and sand changed my clothes had a cup of tea and felt much cooler dinner was set for me but had no appetite felt sick and low spirrited just before tea we had a very heavy thunder stome with rain I was thankful to be out of it some friends of Mrs Higgins were in the Bay and took her to Mary Cale with them in their Buggy they would get a fine wetting with plenty of Mud thunder and lightning all the evening and close. Mr Blackmore the Church of england Minester is preaching here tonight he will not have many hearer tonight Monday Nov 26 weather clear and cooler today Mr McCord will drive me with our Buggy and horses to Venus Bay tomorrow I feel tired and dull can't shake it off I wish Tom was here had a note from him Mr McCord brought from Venus Bay but not much fin it very satifactury helped a little with the work Mrs McCord has no servant in the Afternoon she drove the three child with Miss Tompson and myself over to Schlank prslved to see Mrs John Mudge she is very stout their eldes girl quice has scalded her leg and foot badly the Baby is a dear little girls We soon left again Mrs McCord being busy we returned and had tea afterwards I called on the Campbels Mrs Hery Mudge and went to one of the stored for a,D0002,26,275,164,0.5963636363636363,0.067,0.852,0.081,-0.18280000000000002,447,0.058165548098434
